comment_text,id,identity_hate,insult,obscene,set,severe_toxic,threat,toxic,toxicity
speaking without knowing what i m talking about  ok  how  bout this  the original comment i made about everlast s entry constantly being vandalized by eminem fans was written a month ago before your  dumb  ass got involved with the site  the feud started with the dilated peoples track  that s why i believed that the verse everlast contributed should be in there  and still do the jabs taken back and forth after that deserve a synopsis only  your idiot  ic little comment about album sales was excessive and unnecessary  it belongs in there no more than the fact that everyone who knows both artists agrees that if they ever got into it  everlast would knock the living  shit  outta eminem  and that came off an eminem fan site ,029a4ebfed3aea79,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
our talk archives ,029a5c4f02ff3b7a,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 speedy deletion of spunga  a tag has been placed on spunga  requesting that it be speedily deleted from wikipedia  this has been done under section g  of the criteria for speedy deletion  because the article appears to be a repost of material that was previously deleted following a deletion debate  such as at articles for deletion  under the specified criteria  where an article has substantially identical content to that of an article deleted after debate  and any changes in the content do not address the reasons for which the material was previously deleted  it may be deleted at any time  if you think that this notice was placed here in error  you may contest the deletion by adding  to the top of the page  just below the existing speedy deletion or db tag coupled with adding a note on the article s talk page explaining your position  but be aware that once tagged for speedy deletion  if the article meets the criterion it may be deleted without delay  please do not remove the speedy deletion tag yourself  but don t hesitate to add information to the article that would would render it more in conformance with wikipedia s policies and guidelines  talk ,029b49e9b6d918fe,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
plus  you have to be a natural born citizen  which i m going to assume  is not  but who cares anyway ,029be1f68e4ae6a3,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
un block  for the last time ok  now don t fuck up  i mean that in the best possible way good luck and good night ,029bf667a3a722ee,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
  i understand your position and think that your point is perfectly valid  however  i don t deem ia  i chi  in  u a creation of wikipedia  even with the lack of historical sources for that effect in the english language  i ll think more about this tomorrow  thank you for explaining your position to me with such accurate detail  best regards  nd  ,029c7d3333113506,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
you studid cock suck u stop callin me ok its a frank garrett eatin the worms crawl outa your moms  pussy you fuck  ing  retard o hit i  retard o,029dceed3519e371,1.0,1.0,1.0,train,0.0,0.0,1.0,4.0
thanks user talk biggity  are there any constructive edits  indef block  perhaps  mahalo ,029dea9343004759,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 for anyone interested in accurate  not deliberately misleading  information about the ten string guitar i e  not the garbage that will no doubt soon be presented here see w myspace com tenstringguitar tthough my temporary site has now been hidden removed from google search listings by some shady dealings  the truth will prevail  ,029e76e5407a6357,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
  you said i am determined that the page will not regress to this again  and i will delete anything inappropriate that jeopardizes the good progess that is now being made  a completely inappropriate post in the middle of a sensitive discussion threatens to do just that  the problem is that you are not the sole arbiter of this  or any  talk page  the post was innocuous and did not violate the conditions of the arbitration decision  nor did it affect the flow of discussion on the page  in fact the most appropriate response would have been to just ignore it by removing it you just encourage a reaction you accuse me of wikilawyering  which is absurd  the guidelines are there to help us all  however  not only do you violate that guideline  but also several policies it is this kind of heavy handed action that encourages people to persist with problem edits  it is a long standing convention that we do not remove other users posts and in my three years here i have never seen it done when it wasn t vandalism unless you can give me a much better reason for not doing so  i am going to reinstate the deleted text  ,029f5ada94535d6c,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
the glourious people s republic of china has carried out a survey of the great wall  it is no surprise that chinese inventions such as the wall exist to this day  one day our great wall will stretch all the way around the world  anyway  let s add details of our dear government s survey ,029f6feaef7f6c49,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
fisherqueen  would you kindly stop following my every move and deleting things off my user page  havent you got anything better to do than piss people off on wikipedia ,02a1ac2c706d3306,0.0,0.0,0.0,train,0.0,0.0,1.0,1.0
 so jim burton  child molesting faggot i see you are still with us for yet another day  making a total buffoon out of yourself as usual i don t know what is sadder here you  or the extreme hypocritical arrogance you show by lecturing the world about ethical principles for your claimed rights to abuse our children you have no ethical principles to save your life  but it s exactly as the roman poet said  isn t it the harlot doth always rebuke the chaste  will you ever drop dead  we might all breathe a little easier for our kids sake  you truly disgust me with every word you write  ,02a1d4b1ad3f5be0,0.0,0.0,0.0,train,0.0,0.0,1.0,1.0
  having read will beback  i already changed the structure  separate someone s view over him into separate section  i suggest  further restructuring welcome  and details per section later  ,02a276b30cb6ec23,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
nevermind  the  has assimilated those puppies  sorry for the bother  cheese wine,02a361f2a4b796dd,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
i fixed the link  it took all of about seconds  now leave it or i will report you to the administrators ,02a36392b78be10a,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
as i have told  they were not deliberate personal attacks  in my belief  my messages have been interpreted wrongly although i asumed good faith in posting them  as i have mentioned that,02a36ddb2884cb16,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 please do not remove content from pages without explanation  as you did with this edit to vole  if you continue to do so  you will be  block  from editing  royal court  ,02a458e1bb43ac71,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
deleted american criminal category it s incredible to me that the facts of this article might lead some misguided soul to think this is what the american criminal category is for there s a lively discussion at the category s talk page about what should be in the category  but even the most expansive reading of the category doesn t countenance this ,02a4b7ffe53ca4b4,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
millinos of hunjan looking at hunjan template not just me other hunjan will fight back  your concept of art bull of  shit tharkarn and what waste man ,02a4e52899344a88,0.0,0.0,0.0,train,0.0,0.0,1.0,1.0
 just to add kansas bear when i said you made the elementry mistake of calling it a treaty when it was in fact a congrass is because as you left out as usual my post in which you regarded the three deligations as having been pressent at the treaty o arass with papal meditiation the treaty of arass was a private treaty only between the deligations of burgundy and france and made a military alliance in again we are debatting on the burgundian recognition stop changing the subject you clearly are giving fallactious statements and i feel your posts are utterly questionable if you happend to remeber a month ago we both agreed the congrass and treaty of arass were different i corrected your statement when you regarded the three deligations as bieng pressent at the treaty of arass p s stop with your childish personal attacks i aqsked you to give sources regarding that burgundy didnt recognize henry as king of france but you give refs regarding the treaty of arass and mixing up the posts if you cant handle the fact that burgundy recognised henry as king of france then i have already reverted you on the dual monarchy article you should be ashamed of your fallactious remarks nd utterly questionable unsourced facts ,02a576163e6814d4,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 er using two usernames to vote more than once in a poll i have no idea what you are talking about  i have not used an usernames and i have never voted in any poll i can not be a vandal as i have not vandalised anything  i may have added content which you  or someone else  did not agree  this is not vandalism  the correct reponse is discussion and debate to achieve a conscensus again i am not a sockpuppet or a puppetmaster  i have been fully open that i am the same person  by wikipedia s defintion i am not a sockpuppet or puppermaster  you may wnat to use a different defintion but that is just your opinion and mudslinging  hardly appropriate for an administrator ,02a584ef54480f19,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
raffaele s request for a lawyer while being interrogated on nov was refused  as was his request that he be allowed to call his father  page amanda was denied food  water  bathroom breaks and naps during the all night interrogation on nov page wikid  actually  now looking at murder in italy  i see that there is a ton of additional information about both amanda and raffaele s interrogations that could be included  so i will work on listing all that in more detail tomorrow ,02a59e27ab205fb4,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
yes  i like the suggestion also  it looks pretty good  and by leading into the next sentence about the bering strait crossing  it conforms to the rest of the article since later on we get more details on the prehistoric migrators  i ll just edit yee s suggestion in ,02a8cf6b702bffca,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
seriously  alex  your article is on the edge of being deleted  there is no one at the deletion discussion arguing for its being kept  if you want any hope of keeping this article online  instead of spending your time editing the talk page  click on this link to go to the deletion discussion and make your arguments ,02a98102fabcc119,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 fuck  ing trollreasons,02a98267cd4a2a73,0.0,1.0,1.0,train,0.0,0.0,1.0,3.0
some day  you and i are going to remember this and laugh  ha ha ha ha ha  never forget  i have incredible power  i am more powerful than you can possibly imagine let me just close this conversation by bidding you a fond farewell  ,02a9c23cbfcc6dbc,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
you ve probably noticed the table factions approach  if you could keep an eye out for more game central information on in game factions and then update the table  that would be great  i m basing it off of a similar table in the a class age of empires i  which shows the sort of information to go for without falling into the gameguide trap ,02a9d09e88d2eef4,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 sr cl u bud bin a way  like long time like time outa mind long god  shit  but mo  latah an dat soon az ah gitz back heah sum a de brotherz  n sistahs  sez hance dead or alive we re about to send a zion ranger to check on his condition  ah sez whoa  led me gib him a holler  dis me hollerin bro de zion rangerz be dem dat do most a  de walkin tru wallz not all but most  de wall walkin dude ain gonna do r bro no harm  he jes be checkin  ee ben so a gentle remindah kum fuhst u be readin id  a leedle postin a dis  n dat go down good doan fohget to cut sum z aftah a tad a postin sleep good  n doan fergit ta dream  sumptin might kum jes ta bdh all wrapt roun wid delta wave  n a kupla otha  carrierz what we diz cuss latah  chow  bro  ,02aa3f827a4c7cd6,0.0,0.0,0.0,train,0.0,0.0,1.0,1.0
you did not call me neither  maybe we missed the once in a lifetime chance to see us  talk ,02ab3c4cd194663c,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 as you did  to the henry david thoreau page it is considered vandalism  if you would like to experiment  use the sandbox  thank you ,02abe7498d605d8d,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 rather crude ancestor of the vaccine  the source is a biography of louis xvi louis xvi le roi bienfaisant jean de viguerie  on the various  and often contradictory  influences of the french government prior to the revolution where a section is devoted to the innoculation of the royal family  and makes note of how the intendant of franche comte had financed physicians to do it through his province  and how it was later used by washington on his continental army  the truth he actually died on december it even says so in a book that i have  facts about george washington george washington owned over acres of land washington lived in new york and phildelphia during his preidency the preceding unsigned comment was added by ga in zh wikipedia please add link ga zh in interwiki section  thanks  ,02acc9ca2c61c32a,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 the objectionable textbook material the ads refer to a controversy in wheaton schools in the early s surrounding a series of textbooks called impressions they also contained some writings that some parents believed featured themes of the occult  witchcraft  violence and disrespect for parental authority  here is a discussion of one of the offending pieces a yarn called a wart snake in a fig tree which is a kind of a pardody of  the twelve days of christmas  but with creepy crawlies and spiders and snakes and stuff  a wart snake in a fig tree i wonder what roskam s stance on harry potter and holloween is ,02ad97594b7cdbfd,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 no  i didn t mean point me at a biographical article  though that would be good too i mean answer right here on the discussion page what town were you born in which schools did you go to also  regarding over the top i disagree  i think the article could do with quite a bit more expansion  as could the articles of the other individuals you mentioned as for greatest living magicians i have to admit i d never heard those names how are you judging that  say  max maven is better than a david copperfield is it by awards  industry press  or just personal opinion of their technique ,02ada3e5c607749a,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
  okay  but only if they are truly not needed  same sort of criticism praise  no quotes  etc  thank you  talk  ,02ae218e901a58f0,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
  haha  you re fine  i mean  you re allowed to do it  but i m just selfish  i guess  i really appreciate your kindness  though  and i really respect that you asked  because when other signatures that were borrowed  no one let me know or gave me any credit  so i feel badly that since you asked  you d feel really badly about doing it now  haha  but i can help you figure out a nice one or pick out some fun colors  have a great day  and happy wikying  ,02ae2d290305ccad,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
leave me alone  i told you already to leave me alone why can t you fuck off and do your own fuck  ing thing  or do you find that hounding me is amusing  id u do then you are a mother fuckerucker fuck  in  ass hole  and i will ban you ,02afd99087d6cdc4,0.0,1.0,1.0,train,0.0,0.0,1.0,3.0
 bloc voting countries with large populations of non nationals may have their televote influenced considerably  this has been cited as the reason for apparent bloc voting in the balkan countries of the former yugoslavia this is full blown crazy  what does non nationals mean  these countries have similar cultures and speak the same languages  the stars in croatia are popular in serbia and vice versa  people are nationals of their countries in the largest proportion in each of those countries  there are some refugees in each of those countries  but that doesn t really explain why croatia would always give the highest no of pts to serbia  or macedonia to serbia  where there was no conflict to speak of for example  i m a bosnian serb and me voting for a croatian or a serbian song is not unusual  but i m not a bosnian non national  i have the passport of bih  and my family has never lived in serbia in history  it s really about mutual intelligibility  which is why scandinavian bloc votes for each other all the time  it s the language and sensibility  ,02b0712441a1b86f,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 peta is not a self published source  please explain how the peta website is not self published ,02b0a716a458a796,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 please do not vandalize pages  as you did with this edit to morrissey  if you continue to do so  you will be  block  from editing  impala ,02b24efaabb16da1,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 august utc there is no wp rs to affirm the veracity of di s doubtful claim either that is  you have no wp rs either way therefore it is not a verifiable fact that picard  or any of the other original signers  consented to or agreed with the di s published interpretation or political position vis a vis pbs or any other subsequent political purpose regarding what should or shouldn t be taught in school all you have on verifiable record is that the original signers called for skeptical examination of the evidence for scientific theories di s unverifiable claim which fraudulently spins that into consensual agreement or support for their interpretation or political agenda is not a fact under the rules of wikipedia  all the rest of di s propaganda is utter hogwash fraudulently perpetrated by the di without the verifiably demonstrated consent of the original individuals in view of the wp blp do no harm clause  the unverified claim of the di must not be promoted to fact and any content to that effect must be immediately expunged  per the wp blp ,02b31a2e2fdb8d1f,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
email thanks for your email about the message you received from guyovski  i received a similar  though not openly threatening  email from guyovski as well ,02b37d6238d8caef,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
it is a fabrication with intent to defame  that is not the point here  it belongs in the dan savage article ,02b3b6692bf044e3,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
perhaps overlooked in the discussion of steve moore s credentials is another aspect of the newsweek article  by saying that knox s supporters have hurt her by expressing their opinions  nadeau has effectively stated that the decisions of the italian court will be  or have been  influenced by anger and anti american sentiment rather than the evidence alone  i don t know if nadeau s experience in italy qualifies her to make such an assessment  but taking her as a rs to make that statement would be as great an insult to italian jurisprudence as anything knox s supporters have said  i wholly concur with pablo s opinion that the piece has no place in the article ,02b4de7c7238afec,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 other attractions what is a water place and animal place ,02b61bbf349bda52,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
  i fear jossi may be correct  if watts  who  btw  died in said this about rawat  he probably meant it as praise  i e  the emphasis would have been on sacred judging from my knowledge of watts  oeuvre  he was rather anti intellectual himself ,02b68e21f9f96222,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
oh  well can you fix it  because it looks a mess right now and i don t think it was certified in switzerland yet  so new zealand and australia should just be there ,02b805281d26d5a4,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
omg i love dch  who doesn t i love pac sun ,02b825c3f200ca73,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
i ve removed it  it contributes nothing to the article ,02b8c8ba3b2a1b35,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
  hi  writingrights  welcome to wikipedia  i hope you like this place i sure do and want to stay  before getting too in depth  you may want to read about the five pillars of wikipedia and simplified ruleset  if you need help on how to title new articles check out the naming conventions  and for help on formatting the pages visit the manual of style  if you need help look at wikipedia help and the faq plus if you can t find your answer there  check the village pump  for wikipedia related questions  or the reference desk  for general questions there s still more help at the tutorial and policy library  plus  don t forget to visit the community portal  and if you have any more questions after that  feel free to post them on my user talk page or place helpme on your talk page and someone will be by to help you shortly tab  additional tips  tabtab  here s some extra tips to help you get around in the  pedia if you want to play around with your new wiki skills the sandbox is for you tab  you can sign your name using three tildes if you use four  you can add a datestamp too  five will get you the datestamp only  you may want to add yourself to the new user log tab  if you ever think a page or image should be deleted  please list it at the votes for deletion page  there is also a votes for undeletion page if you want to retrieve something that you think should not have been deleted  if you re still entirely confused  or would like to get a better grasp of your wikipedia skills  and you have an irc client  or don t mind getting one check out the bootcamp  it s not what it sounds like  but it is fun and can help you with your editing skills  if you re bored and want to find something to do  try the random page button in the sidebar  or check out the open task message in the community portal happy wiki ing  talk contribs click here to respond to this message  ,02b8e9f1f138d728,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
it is common knowledge that karaims  but not karaite jew s  boast descent from khazars  but what they do not realize is that we believe the on oq  whence came  mixing with carian mercenaries from caphtor and kolhkis  our khazar ancestors were in fact the remnant of the lost ten tribes of israel who formed our priesthood  it is precisely for this reason that karaite jew ish scholars like jacob ben reuben of byzanteum and yefet ben ali or jeshua ben judah call us  bastard s in their writings  the following editor  ,02b90e56ec25a4c1,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 april utc  then rewrite and expand the article  i d much rather have a full article  than a bad article with a full template  as for william s edits  i m not going to vote on a content matter at this time  i have never looked at this article before you sent me the link  so i am not equipped to choose one version over another  my vote is purely on the layout aesthetics of including the template  maybe later when i ve spent more time with an unfamiliar article  i can make a statement about the content ,02b91acc085c26f8,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 i was trying to inject some humour  as evidenced by my winky face  in this ridiculous  overblown  and unnecessarily dramatic situation  if you took the time to familiarize yourself with the situation  you would see that the person i insulted was attacking my cited and factual contributions by actively censoring them no explanation  which i retaliated with by insulting him  i thought that his conduct was insult worthy at the time  as would any sane individual who was not familiar with wikipedia s no insult rule  however i have since realized that what i did was wrong because this site does not allow for harsh words  which is why i will not use them again even if they are used against me  which they were during this ordeal wikipedia is the place for me because my edit was constructive and brought a greater knowledge to the subject s topic  but  the fact that i insulted another user in the edit summary is regrettable  and i know that now if you seriously think the edit linked above constitutes a better insult ,02b94ce316048bc1,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
this title should redirect to altona  hamburg  i w d change it but at the moment there are too many links for me to bother ,02b9ef57925866c8,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
rex mundi i ve created a stub on rex mundi at rex mundi high school only thing i know about it is that both my aunt donna and bob griese went there please add anything you might know about it btw  my dad was a panther  i live in princeton myself ,02baab63953460ab,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
  another lead dyk  yee ha talk  ,02bbc13086568032,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
arangkada philippines p data study report neda infra report united filipino seafarers october manila times november taipei economic and cultural office in the philippines  p in the philippines news  october https nippon zaidan info seikabutsu contents htm the nippon foundation library  a study of the philippine railroad in japanese funded by the institution taiwan trade october clippings of economic news about the philippine economy in japanese by japanese economic news organizations pinoy reporter june ,02bbd2eb9194b82a,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
take care not to believe your own bull shit see on bull shit ,02bbfc50f48fb9bd,0.0,0.0,1.0,train,0.0,0.0,1.0,2.0
 you are totally wrong the synonyms or terms of kshatriya and andhra kshatriya was and is used for only rajus but not other castes of andhra pradesh acording to anthropological survey of india by kumar suresh singh which can be seen above and also in his other books because rajus are kshatriyas and also called as rachavaru in telugu in medeival period thats why krishna rao used the word rachavaru and also he is not an ordinary man b v krishna rao belongs to andhra historical research society according to kumar suresh singh they are kshatriyas who migrated from north india but not locals which is also supported by other anthropologers as the truth  is aryans initially entered into indian  sub continent and stayed in north india north east and then their castes i e  brahmins kshatriyas vaishyas gradully migrated and settled to south india  no  ,02bc49c0e300f8f7,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
perhaps you should better do self a better job  pravda  russian state  ist not pravda ru  privat that two different newspaper  the pravda homepage is http w gazeta pravda ru ,02bc73f81346f703,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
the german habilitation is a degree  defined by law ,02bd7698c025ecf0,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
desktop computer clipart yellow theme,02bf337cd9e7f8d1,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
you are wrong about everything but for too stupid to notice  you are a lost cause  your existence is a blemish ,02c027c097aeda49,0.0,1.0,0.0,train,0.0,0.0,1.0,2.0
quality of wifi i m currently visiting france and have stayed in two apartments with v boxes in both cases it seems the wifi router can only cope with one device at a time any info available on issues with dhcp server  i don t see any mention of this problem on the french version of the page either  but since i see it on two different v boxes i feel like it may be due to the hardware comments anyone ,02c07b15733c976e,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 the only person claiming edit warring is you i urge you again to moderate your tone and abide by civility  padding romm s entry with insubstantial fluff like what his brother does for a living and lengthy descriptions of projects he helped with has no place in an encyclopedia entry  ,02c102fbc303e364,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
cnn says mother died it s on their home page ,02c1bced2aed4bd7,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
re  external links hi fut perf  first of all thanks alot for your help with nisarkand  this website has some very informative articles that you won t find anywhere  that s why i post links to these articles  the website might have a few articles that seem  hate ful but most of the articles are just copied from other news sources  the website s intro might sound a little racist  but in since its just a collection of articles from various sources i really don t think it is  hate ful at all  as long as the individual article that is being linked is not about a group of people  i think its ok don t you think ,02c39e79e34a89cd,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 for the record  i will continue to do everything according to the rules  i have been patient with the above  above  user despite multiple personal attacks  and i am determined to stop any inaccurate or npov information from being added onto wikipedia  it s unfortunate he has to get his buddies to back him up and not go through proper channels to what he thinks is harassment ,02c48a95198687e1,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
i don t really know for sure  i ve talked to  on wikipedia s irc  he says they violate wp fuck but i m not sure how ,02c4c02b0976735c,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
wikidon  stop stalking me ,02c5be40edbd40cc,0.0,0.0,0.0,train,0.0,0.0,1.0,1.0
 january utc i have filed a complaint against cshay for edit warring ,02c644a650c7d8e5,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
wouldn t be the first time bitch fuck you i ll find out where you live  sodomize your wife and then burn your house down fuck you you fuck  ing queer ,02c6e41e4b317ac3,1.0,1.0,1.0,train,1.0,1.0,1.0,6.0
tim burton someday must be to explain who is the jack napier s partner  most fans of batman and speculation are confident that this character is joe chill but so was to give allegiance to the comics  other people says that the partner may be bob the goon  but if you look good this character bears no resemblance to bob the goon ,02c71381dbde0803,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 source of the term is obvious sick brain  word battle before rifle in some official sources mean used in battle this word is used to separate battle rifle from sport or hunting rifle  in russian state standard are definitions for terms battle small arm sport small arm training small arm hunting small arm most fun is that this bull shit  article exists years and have many cross links  very very good indicator for knowledge level of the wikipedia editors  viva wikipedia ,02c741d1412fec05,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
dunfermline article and new pictures for the kirkcaldy collage hello again  i ve been looking at the paragraph about the kingsgate shopping centre on the economy section  both sources do not indicate that the shopping centre was built in the s nor is there any reference to the centre car park having two levels  me and you know that the centre was built in the s  specifically between and if you want make reference to it  use a century of dunfermline or dunfermline  the post war years  but then  i never thought it was that important how old the centre was  anyway  about the two levels on the car park  it is actually three if you ve read the sources also  i think you should reinstate info on the actual size of the extension and where this took place  you might also want to say that the extension was built on the site of the old bus station and car park  info is there on the reference kingsgate extension on schedule for august opening by mivan as we both probably want to get this article to ga  i would remove all references to the word locate within that section  this is one of many words or phrases that should be avoided if aiming for ga status  that s why when i originally wrote that paragraph on the kingsgate and other retail areas  i specifically kept the use of the word in question to a minimum  if it isn t dealt with now  it will be at a later date  that aside  i have a new picture of the beveridge park which i submitted to mutt lucker s home page it is now on his talk page if you want to see it  mutt lucker thinks it is a good effort and i would like to add it to the collage to replace the picture of the beveridge park pond  as well as this  i have another new picture of the old kirk tower  which was inspired by one on the undiscovered scotland website  the clock has been restored since that pic and would like to upload it ,02c9a463e913344f,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
zero down  zero interest at the oregon cotw hello to all the wikiproject oregon folks  time once again for yet another bone chilling edition of the collaboration of the week  i thank yee who helped make improvements to fort stevens and upper klamath lake  for this first week of december  we have by request mike bellotti and his archrival mike riley  both in honor of that great tradition we call the civil war  aka the battle for the platypus as always  click here to opt out of these messages  or click here to make a suggestion for a future cotw this message is intended for the addressee shown  it contains information that is confidential and protected from disclosure  any review  dissemination or use of this  trans mission or its contents is strictly prohibited ,02cae61a775a5032,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 note by brab  i ve uploaded it on imageshack,02cb6499e237e649,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
where is the real vagina the real photo of vagina is gone would you mind if i make the new one the vagina picture is indonesian s vagina  do you love it ,02cbe8d8e800f936,0.0,0.0,0.0,train,0.0,0.0,1.0,1.0
note i also have problems involving user  veriditas  i d suggest ignoring him  although he and user  jew bacca have launched a campaign  re  arbitration  and the operant idea with such things is  fighting like hell i find these people distracting and annoying  sorry you had to deal with them dec utc ,02cddf405a42105b,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
so are you guys going to do anything about bletch  or are you going to sit around and hope that i revert him so you can block me as well ,02ce12234ab743c9,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
well  since most of my non specialized literature is in british english i wouldn t be surprised if i m using anglo britton specific expletives ,02ce2a6f146183dc,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
not true  this is practice in many places outside the province  regardless  language  trans lation should be added ,02cecd77d673ab78,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
less likeable messages here  mark i know you are here posting your remarks  let s just hinder stenun  that s it ,02cedd53c1c80cb8,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 that did not help  i don t have an inkling what you are attempting to communicate to me  this is how the word is pronounced  in  iliz  yya  or you can use ipa  your new system with letters like is illegible to me  i don t know what you mean by first edition or by alfb i don t know what you mean by long is out of the ending or anything else that you said  probably you can understand me much better than i you  so let us simply say that the word is in  iliz  yya  ,02cfaae878c96202,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
proposed approach this section is intended to be a compilation of actions needed to improve this article  based on discussion views and discussion on this page  i will begin by suggesting a few steps we can take to address concerns raised  these include  article length  length of notes section  need to place greater emphasis on his teachings and impact  layout  use of non standard article headings quality standards  etc  here are some suggestions  please feel free to add additional issues that need attention and comment on the order of doing things review headings  re order as needed using standard layout  determine sections to be moved to sub articles  write summaries for these sections  create sub articles  review reduce notes section  edit according to good article criteria and or featured article criteria  submit for assessment,02d232d898b70c6a,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 utc  you re the only reasonable person here july ,02d2677fa2d8fde3,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
sorry  i m not that familiar with those two games ,02d42d8309786672,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
you have left me no choice  wikipedia is a group of fellow editors  you will be banned according to your actions  not your status ,02d45339428db29d,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
i didn t call you a yank and i don t give a flying toss what absurd convention a handful of people have decided to invent  ,02d4626f11ae2254,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
hangman game hey man  sure you can host game but you are going to need to wait a bit because we are voting to move the page  so as soon as that is resolved  i m going to archive games and then i ll give you a heads up  okay ,02d47c163a70ce9f,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
it is obvious that you do not understood the third opinion above  see the text about dialektism as a good method to write about a controversial subject  if you want to include comments from cma s president you don t start with deleting the parts that mr clements probably thinks is the most important ,02d51858d2d65891,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
i rule this place ,02d582ef73db5860,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
